id,timestamp,x,y,z,nx,ny,nz,fx,fy,fz,frame_id,state_name
62,1756145273.474384,0.12174955981733415,-0.08197743012071919,0.06550991348266601,0.15395319098611832,0.18793270179846983,-0.970041089119383,0.0,0.0,0.0,world,CONTROLLER_CONTACT
63,1756145273.474384,0.1265898234438003,-0.0822632034182033,0.06835437110900879,0.16331032844349336,0.32096897870802843,-0.9329033451171689,0.0,0.0,0.0,world,CONTROLLER_CONTACT
64,1756145273.474384,0.13131795811599864,-0.08206469671060673,0.06727476135253906,-0.1285689289702406,0.17469977055336638,-0.9761915901461384,0.0,0.0,0.0,world,CONTROLLER_CONTACT
65,1756145273.474384,0.13685937007143284,-0.08180647752469077,0.06727476135253906,-0.08738608728747654,0.2099764662982328,-0.9737933843221018,0.0,0.0,0.0,world,CONTROLLER_CONTACT
66,1756145273.474384,0.1414042037020622,-0.08236410863647256,0.06645279487609863,-0.19042074585665156,0.36703240182395985,-0.910509283620289,0.0,0.0,0.0,world,CONTROLLER_CONTACT
67,1756145273.474384,0.14667316027554564,-0.0818676447605121,0.06701757415771484,0.15166018484586244,0.4283276204551819,-0.8908056117289117,0.0,0.0,0.0,world,CONTROLLER_CONTACT
68,1756145273.474384,0.1513316438020223,-0.08229067525440933,0.06806896644592285,-0.0074412216318167365,0.3451493817702769,-0.9385182643317187,0.0,0.0,0.0,world,CONTROLLER_CONTACT
69,1756145273.474384,0.1563272035335266,-0.08229387956984109,0.0668649575805664,0.0015347339393969803,0.33525014356071636,-0.94212790311839,0.0,0.0,0.0,world,CONTROLLER_CONTACT
70,1756145273.474384,0.16127239608092905,-0.08296051814525489,0.06785970184326172,0.14024791963573327,0.27464028578031296,-0.9512640193260529,0.0,0.0,0.0,world,CONTROLLER_CONTACT
71,1756145273.474384,0.16590888328951342,-0.0818518509609946,0.06839849548339844,-0.15537044561678626,0.3715846033403742,-0.9153059090758774,0.0,0.0,0.0,world,CONTROLLER_CONTACT
72,1756145273.474384,0.1710134832092584,-0.08143984136030766,0.06727490341186523,-0.07520273329409481,0.3444972795716607,-0.9357703635362805,0.0,0.0,0.0,world,CONTROLLER_CONTACT
73,1756145273.474384,0.1768681202097692,-0.08228662588258633,0.06727490341186523,0.0043214329234134135,0.37114693928617964,-0.9285640929284253,0.0,0.0,0.0,world,CONTROLLER_CONTACT
74,1756145273.474384,0.18125811138754902,-0.08299747665677447,0.06678306411743164,-0.1322516156988319,0.48977956727503097,-0.8617572080493043,0.0,0.0,0.0,world,CONTROLLER_CONTACT
75,1756145273.474384,0.18642090995079585,-0.08289831143423601,0.06700899452209472,-0.09616600117656487,0.45734495880082804,-0.8840744815213128,0.0,0.0,0.0,world,CONTROLLER_CONTACT
76,1756145273.474384,0.191379420871009,-0.08293149052400257,0.06504070274353027,-0.09616600117656493,0.4573449588008279,-0.8840744815213128,0.0,0.0,0.0,world,CONTROLLER_CONTACT
77,1756145273.474384,0.009461797583407082,-0.07440910476933188,0.07043072143554688,-0.07575862917679853,0.37850235905558793,-0.9224947665404977,0.0,0.0,0.0,world,CONTROLLER_CONTACT
78,1756145273.474384,0.014534742002650865,-0.07394820996711683,0.06999871154785156,-0.05191921616017043,0.38135450608861565,-0.9229697371415931,0.0,0.0,0.0,world,CONTROLLER_CONTACT
79,1756145273.474384,0.01979694448015471,-0.07392174786316362,0.06999871154785156,-0.011461871272791432,0.3411546866329951,-0.9399372879587601,0.0,0.0,0.0,world,CONTROLLER_CONTACT
80,1756145273.474384,0.024978631152351657,-0.07447943847540335,0.06964956710815429,-0.013154803676837499,0.2712802859200863,-0.9624104932986444,0.0,0.0,0.0,world,CONTROLLER_CONTACT
81,1756145273.474384,0.03038826374173909,-0.07400109484895943,0.06974691886901856,0.1448936153716738,0.32870787308430527,-0.9332507564405819,0.0,0.0,0.0,world,CONTROLLER_CONTACT
82,1756145273.474384,0.0344814271630617,-0.07438837048228171,0.07120679527282714,-0.07135183050808976,0.32536138627394046,-0.9428938883061255,0.0,0.0,0.0,world,CONTROLLER_CONTACT
83,1756145273.474384,0.039409779948744464,-0.0744400212956937,0.06898953704833984,-0.04447346441325839,0.32688495010152885,-0.9440171292726649,0.0,0.0,0.0,world,CONTROLLER_CONTACT
84,1756145273.474384,0.044898816687497685,-0.07409470405255676,0.0708222817993164,0.1325511173925521,0.27908977332785034,-0.9510726048529603,0.0,0.0,0.0,world,CONTROLLER_CONTACT
85,1756145273.474384,0.04956020548738157,-0.07440200946245547,0.07031600105285644,-0.008279930791987732,0.3842200074421896,-0.9232044349044278,0.0,0.0,0.0,world,CONTROLLER_CONTACT
86,1756145273.474384,0.054747656287345035,-0.07390172894986241,0.07083083152770996,-0.024790886497635896,0.3149433385413464,-0.9487866490708499,0.0,0.0,0.0,world,CONTROLLER_CONTACT
87,1756145273.474384,0.06034744502048624,-0.07396629359716252,0.06993408950805664,-0.08420085083356046,0.3083720383863274,-0.9475320061403549,0.0,0.0,0.0,world,CONTROLLER_CONTACT
88,1756145273.474384,0.06526131209698291,-0.0738234877664531,0.07024108345031738,0.018598181490865458,0.22067177136635147,-0.9751707937419322,0.0,0.0,0.0,world,CONTROLLER_CONTACT
89,1756145273.474384,0.06968968984316,-0.07330543404308297,0.07024108345031738,0.12517102516085998,0.34235187819797264,-0.9311967600644346,0.0,0.0,0.0,world,CONTROLLER_CONTACT
90,1756145273.474384,0.07433242428314488,-0.07397847414262788,0.07091378295898437,0.10022605615565623,0.32165672214448654,-0.941536877008409,0.0,0.0,0.0,world,CONTROLLER_CONTACT
91,1756145273.474384,0.08010970510933947,-0.07387731599268375,0.07108236625671387,0.025888804477574086,0.2779740927052174,-0.9602396438324308,0.0,0.0,0.0,world,CONTROLLER_CONTACT
92,1756145273.474384,0.08527507502890419,-0.07400258388952373,0.07116560180664062,-0.009836313261970769,0.25381807777801363,-0.9672019594347847,0.0,0.0,0.0,world,CONTROLLER_CONTACT
93,1756145273.474384,0.08970277586916252,-0.07431816974939258,0.07111823997497559,-0.13537507817515962,0.28955614880981717,-0.947539352689637,0.0,0.0,0.0,world,CONTROLLER_CONTACT
94,1756145273.474384,0.09437220508848769,-0.07384304057808415,0.06969080169677734,-0.04156404895950563,0.25723433929338607,-0.9654547760109674,0.0,0.0,0.0,world,CONTROLLER_CONTACT
